transaction_id,customer_id,merchant_id,merchant_name,merchant_category,amount,currency,timestamp,payment_method,device_id,country,account_age_days,transaction_velocity,amount_vs_customer_baseline,amount_vs_merchant_baseline,transactions_last_5m,transactions_last_1h,transactions_last_24h,failed_attempts,new_device,new_location,distance_from_previous,historical_transaction_count,historical_avg_amount,historical_std_amount,fraud_label
TXN_006712,CUST_0000,MER_0045,PulseShop,Entertainment,3025.34,INR,2024-09-03 14:44:09,wallet,DEV_d853029e,IN,1549,0.9375,0.2125840043210408,0.2274962652079758,1,1,1,0,False,0,0.0,31,2154.715806451613,4095.436043407975,0
TXN_006873,CUST_0000,MER_0012,TravelHub,Restaurant,1711.82,INR,2024-09-09 09:23:03,wallet,DEV_464bf95e,IN,1549,0.9375,-0.11659938607774141,-0.13807022546845735,1,1,1,0,False,0,0.0,32,2181.9228125,4031.7777675652933,0
TXN_006948,CUST_0000,MER_0012,TravelHub,Restaurant,70.53,INR,2024-09-11 15:07:03,wallet,DEV_464bf95e,SG,1549,0.9375,-0.5283651437779814,-0.3924249479678713,1,1,1,0,False,1,3490.151379238441,33,2167.677272727273,3969.1249459265846,0
TXN_007263,CUST_0000,MER_0018,SafeBank,Fashion,3303.63,INR,2024-09-22 18:47:59,wallet,DEV_d853029e,TH,1549,0.9375,0.30512669913625234,-0.02496626687307298,1,1,1,0,False,1,1652.2602609758546,34,2105.9964705882353,3925.036821759637,0
TXN_007921,CUST_0000,MER_0002,PayEase,Restaurant,1641.71,INR,2024-10-17 10:27:41,wallet,DEV_464bf95e,IN,1549,0.9375,-0.12874002312519228,-0.2676834264612853,1,1,1,0,False,0,2494.8098845403033,35,2140.214571428571,3872.180222803005,0
TXN_007974,CUST_0000,MER_0031,FlashDeal,Electronics,2563.38,INR,2024-10-18 22:37:06,wallet,DEV_464bf95e,TH,1549,0.9375,0.11448016548136403,0.05979903935859131,1,1,1,0,False,1,2494.8098845403033,36,2126.367222222222,3817.366754670863,0
TXN_008167,CUST_0000,MER_0014,FunWorld,Fuel,3589.35,INR,2024-10-25 20:31:43,credit_card,DEV_d853029e,IN,1549,0.9375,0.3854721620247372,0.4323704924071481,1,1,1,0,False,0,2494.8098845403033,37,2138.1783783783785,3764.6599795927523,0
TXN_008183,CUST_0000,MER_0020,ValueMax,Groceries,231.42,USD,2024-10-26 12:30:05,upi,DEV_d853029e,NL,1549,1.875,-0.5227098885936869,-0.490026856680748,1,1,2,0,False,1,8890.760480408862,38,2176.367105263158,3720.8921195194857,0
TXN_008357,CUST_0000,MER_0040,NexGen,Groceries,2868.53,USD,2024-11-02 09:39:00,wallet,DEV_d853029e,IN,1549,0.9375,0.2013772768623546,0.16442036819936612,1,1,1,0,False,0,8890.760480408862,39,2126.4966666666664,3684.7917743992953,0
TXN_008805,CUST_0000,MER_0018,SafeBank,Fashion,2598.82,INR,2024-11-18 11:49:34,wallet,DEV_d853029e,IN,1549,0.9375,0.12469237663664824,-0.07776246185902033,1,1,1,0,False,0,0.0,40,2145.0474999999997,3639.1358657176525,0
TXN_008810,CUST_0000,MER_0007,SmartPay,Healthcare,491.69,INR,2024-11-18 13:15:32,wallet,DEV_d853029e,SG,1549,1.875,-0.46310475660135053,-0.5651369135175999,1,1,2,0,False,1,3490.151379238441,41,2156.1151219512194,3594.0574961185043,0
TXN_009119,CUST_0000,MER_0000,QuickMart,Groceries,1575.5,INR,2024-11-29 20:04:11,upi,DEV_464bf95e,IN,1549,0.9375,-0.1519950054737074,-0.13000668185153863,1,1,1,0,False,0,3490.151379238441,42,2116.4859523809523,3559.2350596976285,0
TXN_009771,CUST_0000,MER_0025,DigiPay,Entertainment,2044.29,INR,2024-12-23 04:38:58,wallet,DEV_464bf95e,IN,1549,0.9375,-0.016947719547346776,-0.11817843950687808,1,1,1,0,False,0,0.0,43,2103.9048837209302,3517.5755389617116,0
TXN_009842,CUST_0000,MER_0046,EdgeMart,Utilities,858.95,INR,2024-12-25 14:51:26,wallet,DEV_464bf95e,IN,1549,0.9375,-0.3577218039247476,-0.29306294011460254,1,1,1,0,False,0,0.0,44,2102.5499999999997,3476.44450619401,0
TXN_000054,CUST_0001,MER_0023,GoldLine,Travel,870.94,EUR,2024-01-03 01:57:45,upi,DEV_89f3f736,SG,827,0.9534883720930232,0.0,-0.28822386394180666,1,1,1,0,False,0,0.0,0,870.94,0.0,0
TXN_000622,CUST_0001,MER_0047,WavePay,Healthcare,415.19,EUR,2024-01-23 16:02:38,upi,DEV_f34d632d,SG,827,0.9534883720930232,-10.0,-0.3220212425577229,1,1,1,0,False,0,0.0,1,870.94,0.0,0
TXN_000785,CUST_0001,MER_0000,QuickMart,Groceries,929.29,INR,2024-01-30 14:46:00,upi,DEV_f34d632d,SG,827,0.9534883720930232,0.8881695598249894,-0.27901922809886237,1,1,1,0,False,0,0.0,2,643.065,322.2639155257691,0
TXN_000874,CUST_0001,MER_0007,SmartPay,Healthcare,1064.7,INR,2024-02-03 12:59:01,upi,DEV_89f3f736,SG,827,0.9534883720930232,1.1589379890636808,-0.35537056691356855,1,1,1,0,False,0,0.0,3,738.4733333333334,281.4875944572573,0
TXN_000914,CUST_0001,MER_0024,SilverEdge,Fuel,493.65,INR,2024-02-04 21:04:01,upi,DEV_89f3f736,SG,827,0.9534883720930232,-1.1580643849695642,-0.38733351701130764,1,1,1,0,False,0,0.0,4,820.03,281.8323438973367,0
TXN_000997,CUST_0001,MER_0027,OceanView,Healthcare,1003.94,INR,2024-02-07 16:40:54,upi,DEV_f34d632d,SG,827,0.9534883720930232,0.8762165159261815,-0.3061984354434345,1,1,1,0,False,0,0.0,5,754.754,284.38861339723155,0
TXN_001148,CUST_0001,MER_0037,StarBuy,Healthcare,793.42,EUR,2024-02-12 23:32:20,upi,DEV_f34d632d,SG,827,0.9534883720930232,-0.01045798403547821,-0.3434782131898072,1,1,1,0,False,0,0.0,6,796.285,273.9533728757506,0
TXN_001359,CUST_0001,MER_0015,HealthPlus,Entertainment,1075.69,EUR,2024-02-20 21:11:36,upi,DEV_f34d632d,SG,827,0.9534883720930232,1.1188703965525022,-0.3921317540005752,1,1,1,0,False,0,0.0,7,795.8757142857143,250.08641445555995,0
TXN_001956,CUST_0001,MER_0048,LinkShop,Fashion,1265.84,INR,2024-03-16 12:55:37,upi,DEV_f34d632d,SG,827,0.9534883720930232,1.727617721142482,-0.2827177183558994,1,1,1,1,False,0,0.0,8,830.8525,251.78457865802665,0
TXN_002112,CUST_0001,MER_0017,CloudPay,Healthcare,319.43,USD,2024-03-21 09:56:16,upi,DEV_89f3f736,SG,827,0.9534883720930232,-2.0238648347087023,-0.425148908181663,1,1,1,0,False,0,0.0,9,879.1844444444445,276.5769901451995,0
TXN_002435,CUST_0001,MER_0031,FlashDeal,Electronics,1243.13,USD,2024-04-01 16:14:47,upi,DEV_f34d632d,SG,827,0.9534883720930232,1.3323917847000428,-0.340661275752993,1,1,1,0,False,0,0.0,10,823.2090000000001,315.1633061851515,0
TXN_002473,CUST_0001,MER_0022,BlueStar,Restaurant,1087.65,INR,2024-04-02 19:28:04,wallet,DEV_89f3f736,SG,827,0.9534883720930232,0.6968627740180791,-0.3564087153115301,1,1,1,1,False,0,0.0,11,861.3836363636365,324.69285499600164,0
TXN_002849,CUST_0001,MER_0033,CrystalClear,Travel,787.44,INR,2024-04-15 17:34:47,upi,DEV_89f3f736,SG,827,0.9534883720930232,-0.2932988465782162,-0.31021076282139354,1,1,1,0,False,0,0.0,12,880.2391666666667,316.397993886823,0
TXN_002947,CUST_0001,MER_0022,BlueStar,Restaurant,1050.58,EUR,2024-04-19 18:40:40,upi,DEV_f34d632d,SG,827,0.9534883720930232,0.5837759268282382,-0.3663411275049092,1,1,1,0,False,0,0.0,13,873.1007692307693,304.0194407013456,0
TXN_003159,CUST_0001,MER_0006,CityMall,Utilities,822.59,USD,2024-04-27 15:59:48,upi,DEV_f34d632d,SG,827,0.9534883720930232,-0.2135311017280164,-0.33754846149553447,1,1,1,0,False,0,0.0,14,885.7778571428571,295.91875202958545,0
TXN_003220,CUST_0001,MER_0020,ValueMax,Groceries,1063.6,EUR,2024-04-29 17:08:04,credit_card,DEV_89f3f736,SG,827,0.9534883720930232,0.6373298824882893,-0.3051588360442928,1,1,1,0,False,0,0.0,15,881.5653333333333,285.62079335737315,0
TXN_003309,CUST_0001,MER_0015,HealthPlus,Entertainment,1155.6,EUR,2024-05-02 16:33:35,upi,DEV_89f3f736,SG,827,0.9534883720930232,0.9391912830215529,-0.36908584628978613,1,1,1,0,False,0,0.0,16,892.9425,279.6634772364815,0
TXN_003603,CUST_0001,MER_0009,PrimeMart,Online Services,765.15,USD,2024-05-14 09:36:29,upi,DEV_89f3f736,SG,827,0.9534883720930232,-0.514937310417836,-0.2760827257607822,1,1,1,0,False,0,0.0,17,908.3929411764706,278.1754949165343,0
TXN_003867,CUST_0001,MER_0040,NexGen,Groceries,262.28,INR,2024-05-24 01:48:37,upi,DEV_f34d632d,SG,827,0.9534883720930232,-2.3463854037932435,-0.6381287489681661,1,1,1,0,False,0,0.0,18,900.435,271.9736489019825,0
TXN_003998,CUST_0001,MER_0031,FlashDeal,Electronics,1475.67,USD,2024-05-29 04:15:35,upi,DEV_89f3f736,SG,827,0.9534883720930232,2.0149730849733687,-0.2701268756953919,1,1,1,0,False,0,0.0,19,866.8478947368421,302.14900129606673,0
TXN_004008,CUST_0001,MER_0018,SafeBank,Fashion,801.41,USD,2024-05-29 09:38:49,upi,DEV_89f3f736,SG,827,1.9069767441860463,-0.29585761855437026,-0.2124035833381305,1,1,2,0,False,0,0.0,20,897.289,324.07142485796817,0
TXN_004326,CUST_0001,MER_0033,CrystalClear,Travel,924.49,INR,2024-06-10 08:05:06,upi,DEV_f34d632d,SG,827,0.9534883720930232,0.1003502463856007,-0.2781305115748961,1,1,1,0,False,0,0.0,21,892.7233333333332,316.5579339446941,0
TXN_004513,CUST_0001,MER_0018,SafeBank,Fashion,351.7,INR,2024-06-16 13:49:28,upi,DEV_f34d632d,SG,827,0.9534883720930232,-1.7555396723261945,-0.24609064346373938,1,1,1,0,False,0,0.0,22,894.1672727272727,309.003140902234,0
TXN_004837,CUST_0001,MER_0018,SafeBank,Fashion,895.39,EUR,2024-06-27 19:35:40,wallet,DEV_f34d632d,SG,827,0.9534883720930232,0.07695039255241669,-0.20536369116182862,1,1,1,0,False,0,0.0,23,870.5817391304348,322.3929085568525,0
TXN_004963,CUST_0001,MER_0001,GlobalShop,Electronics,827.58,INR,2024-07-02 15:36:40,upi,DEV_89f3f736,IN,827,0.9534883720930232,-0.13964108156709687,-0.38014831964889845,1,1,1,0,False,1,3490.151379238441,24,871.6154166666666,315.34714693188477,0
TXN_005071,CUST_0001,MER_0014,FunWorld,Fuel,283.87,USD,2024-07-06 12:13:14,upi,DEV_f34d632d,SG,827,0.9534883720930232,-1.8974130837630618,-0.5079962035391176,1,1,1,0,False,0,3490.151379238441,25,869.8539999999999,308.83311863637084,0
TXN_005130,CUST_0001,MER_0012,TravelHub,Restaurant,938.1,INR,2024-07-08 14:57:14,upi,DEV_89f3f736,SG,827,0.9534883720930232,0.2804729240813043,-0.25797550478670495,1,1,1,0,False,0,0.0,26,847.3161538461538,323.6813195113604,0
TXN_005358,CUST_0001,MER_0015,HealthPlus,Entertainment,1021.24,INR,2024-07-17 17:13:04,upi,DEV_89f3f736,SG,827,0.9534883720930232,0.5365658381120414,-0.40783504113425645,1,1,1,0,False,0,0.0,27,850.6785185185186,317.87614746704423,0
TXN_005819,CUST_0001,MER_0008,EasyShop,Fashion,934.36,USD,2024-08-03 17:24:35,debit_card,DEV_89f3f736,SG,827,0.9534883720930232,0.24742106596890417,-0.3355862338669595,1,1,1,0,False,0,0.0,28,856.7700000000001,313.59496288707857,0
TXN_006501,CUST_0001,MER_0022,BlueStar,Restaurant,880.96,USD,2024-08-27 12:33:31,upi,DEV_89f3f736,SG,827,0.9534883720930232,0.06978854162373146,-0.4117885447220917,1,1,1,0,False,0,0.0,29,859.4455172413793,308.28101946329764,0
TXN_007287,CUST_0001,MER_0031,FlashDeal,Electronics,394.68,EUR,2024-09-23 19:40:27,wallet,DEV_f34d632d,SG,827,0.9534883720930232,-1.5365270173421124,-0.5980144697362717,1,1,1,0,False,0,0.0,30,860.1626666666667,302.9446676908159,0
TXN_007474,CUST_0001,MER_0030,RapidGo,Groceries,979.07,USD,2024-09-30 14:12:11,upi,DEV_f34d632d,SG,827,0.9534883720930232,0.4328981992167212,-0.2976273302908189,1,1,1,0,False,0,0.0,31,845.1470967741936,309.36350270831406,0
TXN_007697,CUST_0001,MER_0018,SafeBank,Fashion,533.76,USD,2024-10-09 10:28:21,upi,DEV_f34d632d,SG,827,0.9534883720930232,-1.0338076942980052,-0.23245281871786236,1,1,1,0,False,0,0.0,32,849.3321875,305.2523106962224,0
TXN_007854,CUST_0001,MER_0005,NetBuy,Entertainment,801.94,EUR,2024-10-14 17:21:15,wallet,DEV_f34d632d,SG,827,0.9534883720930232,-0.1238579108658602,-0.430832851885795,1,1,1,0,False,0,0.0,33,839.7693939393939,305.42573885622545,0
TXN_008199,CUST_0001,MER_0003,SwiftPay,Travel,865.67,USD,2024-10-27 01:55:35,upi,DEV_f34d632d,SG,827,0.9534883720930232,0.08979495436671343,-0.37366967280401236,1,1,1,0,False,0,0.0,34,838.6567647058824,300.83244080506154,0
TXN_008223,CUST_0001,MER_0031,FlashDeal,Electronics,1077.34,USD,2024-10-27 21:46:12,upi,DEV_f34d632d,SG,827,1.9069767441860463,0.802641462995292,-0.39094896039025834,1,1,2,0,False,0,0.0,35,839.4285714285714,296.4105887124149,0
TXN_008716,CUST_0001,MER_0041,VibeMart,Electronics,639.7,USD,2024-11-15 12:41:24,upi,DEV_89f3f736,SG,827,0.9534883720930232,-0.6998655334735456,-0.3197629808070914,1,1,1,0,False,0,0.0,36,846.0372222222222,294.8240945630473,0
TXN_008849,CUST_0001,MER_0033,CrystalClear,Travel,492.71,INR,2024-11-19 16:59:52,upi,DEV_89f3f736,SG,827,0.9534883720930232,-1.1881882588051713,-0.3792002735830148,1,1,1,0,False,0,0.0,37,840.4605405405406,292.6729312156599,0
TXN_009032,CUST_0001,MER_0000,QuickMart,Groceries,540.27,INR,2024-11-26 12:35:44,wallet,DEV_f34d632d,SG,827,0.9534883720930232,-0.9894214141636822,-0.3687251452792431,1,1,1,0,False,0,0.0,38,831.3092105263158,294.1509111891615,0
TXN_009210,CUST_0001,MER_0022,BlueStar,Restaurant,789.7,USD,2024-12-03 09:56:49,upi,DEV_f34d632d,SG,827,0.9534883720930232,-0.11615608820960617,-0.4362404448237311,1,1,1,0,False,0,0.0,39,823.8466666666667,293.97225055520335,0
TXN_009526,CUST_0001,MER_0022,BlueStar,Restaurant,2366.32,USD,2024-12-14 23:06:47,upi,DEV_3c07ef29,SG,827,0.9534883720930232,5.317615877997298,-0.013806139123021772,1,1,1,0,True,0,0.0,40,822.993,290.2291243686527,1
TXN_000260,CUST_0002,MER_0017,CloudPay,Healthcare,1327.96,EUR,2024-01-10 12:53:38,upi,DEV_f392cd40,GB,1011,0.896551724137931,0.0,-0.19613282798074166,1,1,1,0,False,0,0.0,0,1327.96,0.0,0
TXN_000357,CUST_0002,MER_0003,SwiftPay,Travel,2284.33,INR,2024-01-14 11:59:19,wallet,DEV_f392cd40,GB,1011,0.896551724137931,10.0,-0.05586488142815943,1,1,1,0,False,0,0.0,1,1327.96,0.0,0
TXN_000960,CUST_0002,MER_0010,FreshBasket,Groceries,1993.52,INR,2024-02-06 17:27:23,wallet,DEV_0869ab24,GB,1011,0.896551724137931,0.2770771419530712,-0.0853719570078421,1,1,1,0,False,0,0.0,2,1806.145,676.2557123233784,0
TXN_001147,CUST_0002,MER_0000,QuickMart,Groceries,1912.03,EUR,2024-02-12 18:41:40,credit_card,DEV_f392cd40,GB,1011,0.896551724137931,0.08857716206579284,-0.052404676019669985,1,1,1,0,False,0,0.0,3,1868.6033333333332,490.2693386632834,0
TXN_001347,CUST_0002,MER_0035,EliteStore,Entertainment,2110.35,USD,2024-02-20 13:55:15,upi,DEV_f392cd40,GB,1011,0.896551724137931,0.5759410893047298,-0.09797529373779297,1,1,1,0,False,0,0.0,4,1879.46,400.89169584814294,0
TXN_001811,CUST_0002,MER_0030,RapidGo,Groceries,2289.0,INR,2024-03-10 13:52:05,upi,DEV_f392cd40,GB,1011,0.896551724137931,1.003174480024655,-0.07035223231517743,1,1,1,0,False,0,0.0,5,1925.6379999999997,362.21216471841467,0
TXN_001962,CUST_0002,MER_0024,SilverEdge,Fuel,982.56,EUR,2024-03-16 15:01:14,net_banking,DEV_f392cd40,GB,1011,0.896551724137931,-2.816682467148534,-0.31559895613351285,1,1,1,0,False,0,0.0,6,1986.198333333333,356.319302952656,0
TXN_002231,CUST_0002,MER_0009,PrimeMart,Online Services,2887.32,INR,2024-03-25 15:48:39,upi,DEV_0869ab24,HK,1011,0.896551724137931,2.090245688761275,0.09598472536989869,1,1,1,0,False,1,13560.806899664933,7,1842.8214285714287,499.7013399164402,0
TXN_002382,CUST_0002,MER_0021,SpeedMart,Electronics,2646.03,INR,2024-03-30 14:29:37,wallet,DEV_f392cd40,GB,1011,0.896551724137931,1.1363273645918515,-0.08549710955910263,1,1,1,0,False,0,13560.806899664933,8,1973.38375,591.9475944694888,0
TXN_002407,CUST_0002,MER_0006,CityMall,Utilities,1822.42,INR,2024-03-31 18:48:11,upi,DEV_0869ab24,AE,1011,0.896551724137931,-0.37781415114104194,-0.17055425195433663,1,1,1,0,False,1,7275.235023007847,9,2048.1222222222223,597.3895407055974,0
TXN_002859,CUST_0002,MER_0038,PeakShop,Fashion,1675.31,EUR,2024-04-16 10:14:07,wallet,DEV_0869ab24,DE,1011,0.896551724137931,-0.6169180578188865,-0.1442069414419545,1,1,1,0,False,1,5720.970581990437,10,2025.5520000000001,567.7285590217291,0
TXN_003127,CUST_0002,MER_0026,MetroShop,Utilities,985.79,INR,2024-04-26 21:13:57,upi,DEV_0869ab24,GB,1011,0.896551724137931,-1.8364261666494,-0.30202988899378963,1,1,1,0,False,0,1601.1725953188181,11,1993.7118181818184,548.8496278730302,0
TXN_003452,CUST_0002,MER_0047,WavePay,Healthcare,2867.53,INR,2024-05-08 08:49:36,wallet,DEV_0869ab24,GB,1011,0.896551724137931,1.5996673077161092,0.05542689355826755,1,1,1,0,False,0,0.0,12,1909.7183333333332,598.7567927697179,0
TXN_003565,CUST_0002,MER_0033,CrystalClear,Travel,710.62,INR,2024-05-12 12:26:38,upi,DEV_0869ab24,GB,1011,0.896551724137931,-2.0144427684451265,-0.3281925570625897,1,1,1,0,False,0,0.0,13,1983.396153846154,631.8254227835733,0
TXN_004012,CUST_0002,MER_0038,PeakShop,Fashion,1593.78,INR,2024-05-29 13:04:22,credit_card,DEV_0869ab24,GB,1011,0.896551724137931,-0.4292645077169764,-0.15106587108240546,1,1,1,0,False,0,0.0,14,1892.4835714285714,695.8496825586925,0
TXN_004255,CUST_0002,MER_0029,DeepDiscount,Online Services,1420.41,USD,2024-06-07 11:35:34,upi,DEV_f392cd40,GB,1011,0.896551724137931,-0.6699079563237991,-0.16923689720449325,1,1,1,0,False,0,0.0,15,1872.57,674.9583964956656,0
